customer_id,merchant_id,payment_success_rate,payment_failure_rate,avg_payment_delay,subscription_age_months,lifetime_value,avg_order_value,days_since_last_activity,history_payment_count
cust_syn_0040,acc_syn_training,0.6000,0.4000,60.37,0,19037.04,1586.42,22,20
cust_syn_0041,acc_syn_training,0.6667,0.3333,61.74,1,1249.60,312.40,18,6
cust_syn_0042,acc_syn_training,0.8889,0.1111,28.23,0,51967.68,3247.98,28,18
cust_syn_0043,acc_syn_training,0.6250,0.3750,32.55,0,44588.70,4458.87,37,16
cust_syn_0044,acc_syn_training,0.7222,0.2778,35.55,0,19386.25,1491.25,26,18
cust_syn_0045,acc_syn_training,0.6667,0.3333,24.70,0,36161.80,1808.09,41,30
cust_syn_0046,acc_syn_training,0.4412,0.5588,8.01,0,37627.50,2508.50,17,34
cust_syn_0047,acc_syn_training,0.5128,0.4872,20.38,0,55870.60,2793.53,7,39
cust_syn_0048,acc_syn_training,0.4828,0.5172,8.66,0,55074.74,3933.91,32,29
cust_syn_0049,acc_syn_training,0.4848,0.5152,70.42,1,71016.80,4438.55,10,33
cust_syn_0050,acc_syn_training,0.6842,0.3158,48.78,0,9287.85,714.45,32,19
cust_syn_0051,acc_syn_training,0.4444,0.5556,2.62,0,29246.04,2437.17,34,27
cust_syn_0052,acc_syn_training,0.7368,0.2632,63.89,0,19852.14,1418.01,8,19
cust_syn_0053,acc_syn_training,0.6071,0.3929,43.06,1,76325.24,4489.72,2,28
cust_syn_0054,acc_syn_training,0.6111,0.3889,30.56,0,18798.89,1708.99,43,18
cust_syn_0055,acc_syn_training,0.5526,0.4474,21.91,0,57974.07,2760.67,38,38
cust_syn_0056,acc_syn_training,0.4615,0.5385,58.75,0,18702.24,3117.04,40,13
cust_syn_0057,acc_syn_training,0.3571,0.6429,3.44,0,21645.20,4329.04,2,14
cust_syn_0058,acc_syn_training,0.5385,0.4615,22.10,0,7908.88,1129.84,17,13
cust_syn_0059,acc_syn_training,0.7692,0.2308,19.11,0,35674.70,3567.47,10,13
cust_syn_0060,acc_syn_training,0.5000,0.5000,3.89,0,7115.44,889.43,6,16
cust_syn_0061,acc_syn_training,0.6000,0.4000,61.52,0,11580.30,3860.10,23,5
cust_syn_0062,acc_syn_training,0.8077,0.1923,23.27,0,77824.53,3705.93,35,26
cust_syn_0063,acc_syn_training,0.6250,0.3750,53.31,0,16660.15,3332.03,37,8
cust_syn_0064,acc_syn_training,0.6875,0.3125,71.51,0,3525.06,320.46,26,16
cust_syn_0065,acc_syn_training,0.6667,0.3333,1.80,0,36844.68,3070.39,2,18
cust_syn_0066,acc_syn_training,0.7200,0.2800,70.81,1,62519.22,3473.29,18,25
cust_syn_0067,acc_syn_training,0.5676,0.4324,13.26,0,18581.64,884.84,30,37
cust_syn_0068,acc_syn_training,0.8182,0.1818,7.98,1,24049.98,2672.22,40,11
cust_syn_0069,acc_syn_training,0.3448,0.6552,23.32,0,40221.80,4022.18,15,29
cust_syn_0070,acc_syn_training,0.5769,0.4231,49.45,0,14133.00,942.20,15,26
cust_syn_0071,acc_syn_training,0.6000,0.4000,3.73,1,6722.31,2240.77,0,5
cust_syn_0072,acc_syn_training,0.9048,0.0952,70.74,0,84253.98,4434.42,42,21
cust_syn_0073,acc_syn_training,0.7200,0.2800,61.41,0,23874.12,1326.34,16,25
cust_syn_0074,acc_syn_training,0.7600,0.2400,7.68,0,77111.88,4058.52,11,25
cust_syn_0075,acc_syn_training,0.4545,0.5455,12.03,0,6528.65,1305.73,1,11
cust_syn_0076,acc_syn_training,0.6757,0.3243,34.97,0,107426.50,4297.06,42,37
cust_syn_0077,acc_syn_training,0.7000,0.3000,38.53,0,15584.17,2226.31,29,10
cust_syn_0078,acc_syn_training,0.1818,0.8182,57.24,0,6882.12,3441.06,9,11
cust_syn_0079,acc_syn_training,0.5000,0.5000,28.59,0,5384.34,897.39,6,12
cust_syn_0080,acc_syn_training,0.3784,0.6216,60.99,0,43846.60,3131.90,1,37
cust_syn_0081,acc_syn_training,0.5897,0.4103,40.67,0,77939.41,3388.67,6,39
cust_syn_0082,acc_syn_training,0.5333,0.4667,47.37,1,49389.28,3086.83,29,30
cust_syn_0083,acc_syn_training,0.5333,0.4667,48.74,0,6714.24,839.28,41,15
cust_syn_0084,acc_syn_training,0.9167,0.0833,29.10,0,11507.76,348.72,39,36
cust_syn_0085,acc_syn_training,0.4737,0.5263,66.56,0,23181.66,1287.87,14,38
cust_syn_0086,acc_syn_training,0.7059,0.2941,42.40,0,32296.56,1345.69,18,34
cust_syn_0087,acc_syn_training,0.6667,0.3333,28.39,0,35409.30,3540.93,20,15
cust_syn_0088,acc_syn_training,0.3590,0.6410,63.77,0,19602.66,1400.19,29,39
cust_syn_0089,acc_syn_training,0.5000,0.5000,7.31,0,44975.40,4497.54,30,20
cust_syn_0090,acc_syn_training,0.6000,0.4000,30.29,0,67324.14,3740.23,14,30
cust_syn_0091,acc_syn_training,0.6154,0.3846,0.54,0,4295.60,536.95,3,13
cust_syn_0092,acc_syn_training,0.6500,0.3500,7.13,0,48510.80,3731.60,17,20
cust_syn_0093,acc_syn_training,0.6667,0.3333,6.65,0,55101.44,3443.84,15,24
cust_syn_0094,acc_syn_training,0.7273,0.2727,62.91,0,35170.24,4396.28,8,11
cust_syn_0095,acc_syn_training,0.8077,0.1923,35.26,0,9664.20,460.20,27,26
cust_syn_0096,acc_syn_training,0.7857,0.2143,5.22,1,34383.47,3125.77,0,14
cust_syn_0097,acc_syn_training,0.6000,0.4000,14.48,1,3493.53,1164.51,13,5
cust_syn_0098,acc_syn_training,0.8929,0.1071,26.05,0,12122.50,484.90,11,28
cust_syn_0099,acc_syn_training,0.7027,0.2973,59.12,0,100688.12,3872.62,31,37
cust_syn_0100,acc_syn_training,0.6522,0.3478,35.80,0,35538.30,2369.22,43,23
cust_syn_0101,acc_syn_training,0.6579,0.3421,31.35,0,44359.00,1774.36,36,38
cust_syn_0102,acc_syn_training,0.6296,0.3704,25.22,0,27421.68,1613.04,17,27
cust_syn_0103,acc_syn_training,0.5652,0.4348,48.33,0,54494.70,4191.90,44,23
cust_syn_0104,acc_syn_training,0.6667,0.3333,61.43,0,13638.80,3409.70,22,6
cust_syn_0105,acc_syn_training,0.8333,0.1667,38.86,0,35433.60,3543.36,10,12
cust_syn_0106,acc_syn_training,0.6316,0.3684,43.92,0,106178.64,4424.11,19,38
cust_syn_0107,acc_syn_training,0.4865,0.5135,49.84,0,44314.92,2461.94,26,37
cust_syn_0108,acc_syn_training,0.8000,0.2000,7.42,0,13700.80,1712.60,42,10
cust_syn_0109,acc_syn_training,0.6364,0.3636,71.54,0,2817.99,402.57,21,11
cust_syn_0110,acc_syn_training,0.5526,0.4474,38.75,0,19151.37,911.97,41,38
cust_syn_0111,acc_syn_training,0.4857,0.5143,51.11,0,11062.24,650.72,24,35
cust_syn_0112,acc_syn_training,0.8824,0.1176,35.03,0,97366.80,3245.56,20,34
cust_syn_0113,acc_syn_training,0.2571,0.7429,15.22,0,3595.50,399.50,12,35
cust_syn_0114,acc_syn_training,0.6154,0.3846,65.74,0,63994.08,2666.42,24,39
cust_syn_0115,acc_syn_training,0.4286,0.5714,27.55,0,25329.96,2110.83,14,28
cust_syn_0116,acc_syn_training,0.4194,0.5806,13.94,1,55001.05,4230.85,4,31
cust_syn_0117,acc_syn_training,0.7200,0.2800,46.09,0,49861.26,2770.07,27,25
cust_syn_0118,acc_syn_training,0.8333,0.1667,61.72,0,14806.15,2961.23,28,6
cust_syn_0119,acc_syn_training,0.8000,0.2000,53.78,0,26445.24,2203.77,15,15
cust_syn_0120,acc_syn_training,0.7778,0.2222,54.88,0,28014.07,4002.01,31,9
cust_syn_0121,acc_syn_training,0.6765,0.3235,56.43,0,12585.83,547.21,26,34
cust_syn_0122,acc_syn_training,0.7742,0.2258,22.94,0,82681.68,3445.07,12,31
cust_syn_0123,acc_syn_training,0.9412,0.0588,44.37,0,62967.68,3935.48,19,17
cust_syn_0124,acc_syn_training,0.4722,0.5278,60.32,0,44143.73,2596.69,4,36
cust_syn_0125,acc_syn_training,0.8276,0.1724,25.14,0,67842.48,2826.77,44,29
cust_syn_0126,acc_syn_training,0.8750,0.1250,58.56,0,20909.91,995.71,11,24
cust_syn_0127,acc_syn_training,0.8108,0.1892,55.97,0,62645.70,2088.19,27,37
cust_syn_0128,acc_syn_training,0.8125,0.1875,6.87,0,95998.50,3692.25,17,32
cust_syn_0129,acc_syn_training,0.5000,0.5000,29.34,0,35421.60,4427.70,10,16
cust_syn_0130,acc_syn_training,0.7838,0.2162,65.39,0,105364.54,3633.26,36,37
cust_syn_0131,acc_syn_training,0.5926,0.4074,46.21,0,6388.00,399.25,19,27
cust_syn_0132,acc_syn_training,0.5938,0.4063,9.67,0,66117.34,3479.86,35,32
cust_syn_0133,acc_syn_training,0.4000,0.6000,36.63,0,5051.76,1262.94,22,10
cust_syn_0134,acc_syn_training,0.6800,0.3200,52.11,0,73655.22,4332.66,41,25
cust_syn_0135,acc_syn_training,0.6000,0.4000,22.04,0,26489.46,4414.91,11,10
cust_syn_0136,acc_syn_training,0.3871,0.6129,25.40,0,5815.68,484.64,38,31
cust_syn_0137,acc_syn_training,0.7097,0.2903,18.07,0,55175.78,2507.99,35,31
cust_syn_0138,acc_syn_training,0.6923,0.3077,64.00,0,9958.68,1106.52,36,13
cust_syn_0139,acc_syn_training,0.8571,0.1429,5.60,0,3795.06,632.51,2,7
cust_syn_0140,acc_syn_training,0.8462,0.1538,32.49,0,108213.27,3279.19,15,39
cust_syn_0141,acc_syn_training,0.6000,0.4000,55.20,0,23338.44,3889.74,9,10
cust_syn_0142,acc_syn_training,0.8000,0.2000,10.16,0,34800.84,2900.07,31,15
cust_syn_0143,acc_syn_training,0.7308,0.2692,39.52,0,23892.69,1257.51,1,26
cust_syn_0144,acc_syn_training,0.3226,0.6774,34.93,0,24416.70,2441.67,41,31
cust_syn_0145,acc_syn_training,0.8750,0.1250,2.80,0,49269.92,3519.28,9,16
cust_syn_0146,acc_syn_training,0.6667,0.3333,36.26,0,65593.92,4099.62,34,24
cust_syn_0147,acc_syn_training,0.3182,0.6818,61.99,0,17421.53,2488.79,18,22
cust_syn_0148,acc_syn_training,0.8378,0.1622,40.60,0,79854.45,2575.95,22,37
cust_syn_0149,acc_syn_training,0.7600,0.2400,40.11,0,23150.36,1218.44,7,25
cust_syn_0150,acc_syn_training,0.6000,0.4000,43.87,0,2731.32,910.44,20,5
cust_syn_0151,acc_syn_training,0.7143,0.2857,52.32,0,22237.20,1111.86,8,28
cust_syn_0152,acc_syn_training,0.4000,0.6000,31.90,0,3283.60,328.36,28,25
cust_syn_0153,acc_syn_training,0.6154,0.3846,30.10,0,9602.08,1200.26,3,13
cust_syn_0154,acc_syn_training,0.3636,0.6364,65.27,0,17493.44,4373.36,43,11
cust_syn_0155,acc_syn_training,0.5455,0.4545,61.20,0,3412.92,568.82,23,11
cust_syn_0156,acc_syn_training,0.7143,0.2857,15.89,0,50551.80,3370.12,38,21
cust_syn_0157,acc_syn_training,0.6296,0.3704,24.79,0,10637.07,625.71,13,27
cust_syn_0158,acc_syn_training,0.7143,0.2857,8.79,0,15079.40,3015.88,39,7
cust_syn_0159,acc_syn_training,0.7241,0.2759,2.79,0,51827.37,2467.97,30,29
cust_syn_0160,acc_syn_training,0.8077,0.1923,42.94,0,52591.98,2504.38,0,26
cust_syn_0161,acc_syn_training,0.7778,0.2222,45.71,0,30669.03,1460.43,12,27
cust_syn_0162,acc_syn_training,0.8649,0.1351,70.43,0,73252.48,2289.14,21,37
cust_syn_0163,acc_syn_training,0.8000,0.2000,32.55,0,9577.28,2394.32,5,5
cust_syn_0164,acc_syn_training,0.3571,0.6429,13.46,0,15700.75,3140.15,30,14
cust_syn_0165,acc_syn_training,0.5000,0.5000,3.29,1,36678.51,4075.39,25,18
cust_syn_0166,acc_syn_training,0.6818,0.3182,12.14,1,25523.10,1701.54,23,22
cust_syn_0167,acc_syn_training,0.6364,0.3636,20.47,0,29696.10,1414.10,12,33
cust_syn_0168,acc_syn_training,0.9091,0.0909,36.55,0,41962.40,4196.24,23,11
cust_syn_0169,acc_syn_training,0.5946,0.4054,71.59,1,92384.16,4199.28,20,37
cust_syn_0170,acc_syn_training,0.3226,0.6774,3.54,0,20102.50,2010.25,20,31
cust_syn_0171,acc_syn_training,0.6667,0.3333,36.44,0,28355.74,2025.41,2,21
cust_syn_0172,acc_syn_training,0.8000,0.2000,38.14,0,6831.52,853.94,7,10
cust_syn_0173,acc_syn_training,0.7500,0.2500,37.13,0,33458.22,3717.58,13,12
cust_syn_0174,acc_syn_training,0.8571,0.1429,7.95,0,10970.88,914.24,44,14
cust_syn_0175,acc_syn_training,0.6774,0.3226,64.73,0,42392.49,2018.69,38,31
cust_syn_0176,acc_syn_training,0.6154,0.3846,10.26,0,31793.12,3974.14,14,13
cust_syn_0177,acc_syn_training,0.8108,0.1892,25.19,0,87436.50,2914.55,31,37
cust_syn_0178,acc_syn_training,0.5217,0.4783,71.05,0,38614.20,3217.85,20,23
cust_syn_0179,acc_syn_training,0.6000,0.4000,62.64,0,10370.76,3456.92,2,5
cust_syn_0180,acc_syn_training,0.3333,0.6667,63.99,0,1295.46,647.73,34,6
cust_syn_0181,acc_syn_training,0.7143,0.2857,52.66,0,2167.45,433.49,44,7
cust_syn_0182,acc_syn_training,0.9211,0.0789,6.13,1,156757.65,4478.79,17,38
cust_syn_0183,acc_syn_training,0.6000,0.4000,19.29,0,5891.73,1963.91,17,5
cust_syn_0184,acc_syn_training,0.5641,0.4359,62.58,1,69992.78,3181.49,16,39
cust_syn_0185,acc_syn_training,0.2917,0.7083,2.20,0,26607.00,3801.00,39,24
cust_syn_0186,acc_syn_training,0.6667,0.3333,4.20,0,15121.96,3780.49,21,6
cust_syn_0187,acc_syn_training,0.7500,0.2500,26.60,0,9289.74,1548.29,1,8
cust_syn_0188,acc_syn_training,0.3000,0.7000,71.08,0,10468.71,3489.57,2,10
cust_syn_0189,acc_syn_training,0.7500,0.2500,40.20,0,12664.08,1055.34,27,16
cust_syn_0190,acc_syn_training,0.6800,0.3200,70.18,0,53517.02,3148.06,18,25
cust_syn_0191,acc_syn_training,0.7273,0.2727,64.87,0,28020.96,3502.62,41,11
cust_syn_0192,acc_syn_training,0.6667,0.3333,42.51,0,86342.60,4317.13,29,30
cust_syn_0193,acc_syn_training,0.5263,0.4737,42.34,0,19681.70,1968.17,15,19
cust_syn_0194,acc_syn_training,0.8214,0.1786,49.05,0,91084.60,3960.20,4,28
cust_syn_0195,acc_syn_training,0.2778,0.7222,26.83,0,16620.55,3324.11,14,18
cust_syn_0196,acc_syn_training,0.3333,0.6667,55.73,0,3758.42,1879.21,36,6
cust_syn_0197,acc_syn_training,0.3600,0.6400,36.15,0,10349.10,1149.90,8,25
cust_syn_0198,acc_syn_training,0.5000,0.5000,30.51,0,6648.15,2216.05,5,6
cust_syn_0199,acc_syn_training,0.5385,0.4615,65.72,0,12700.80,1814.40,19,13
cust_syn_0200,acc_syn_training,0.8000,0.2000,56.37,1,21910.56,2738.82,16,10
cust_syn_0201,acc_syn_training,0.5000,0.5000,36.20,0,11994.64,1499.33,4,16
cust_syn_0202,acc_syn_training,0.2222,0.7778,37.44,0,20541.66,3423.61,27,27
cust_syn_0203,acc_syn_training,0.5625,0.4375,50.32,0,23104.08,2567.12,36,16
cust_syn_0204,acc_syn_training,0.3714,0.6286,55.39,0,25481.04,1960.08,40,35
cust_syn_0205,acc_syn_training,0.9063,0.0938,2.76,0,63543.93,2191.17,4,32
cust_syn_0206,acc_syn_training,0.7000,0.3000,14.62,0,16454.20,2350.60,38,10
cust_syn_0207,acc_syn_training,0.5000,0.5000,17.75,0,20472.72,1706.06,44,24
cust_syn_0208,acc_syn_training,0.7143,0.2857,54.84,0,16478.25,3295.65,25,7
cust_syn_0209,acc_syn_training,0.5333,0.4667,32.88,0,29673.12,3709.14,40,15
cust_syn_0210,acc_syn_training,0.5405,0.4595,64.50,0,73494.40,3674.72,3,37
cust_syn_0211,acc_syn_training,0.5000,0.5000,24.91,1,55887.00,3725.80,29,30
cust_syn_0212,acc_syn_training,0.8182,0.1818,27.76,0,115607.25,4281.75,39,33
cust_syn_0213,acc_syn_training,0.7692,0.2308,64.31,0,32656.20,3265.62,13,13
cust_syn_0214,acc_syn_training,0.3077,0.6923,1.37,0,17844.84,4461.21,25,13
cust_syn_0215,acc_syn_training,0.7826,0.2174,21.86,0,72807.30,4044.85,8,23
cust_syn_0216,acc_syn_training,0.7083,0.2917,55.18,0,16892.22,993.66,16,24
cust_syn_0217,acc_syn_training,0.7619,0.2381,62.68,0,63981.28,3998.83,22,21
cust_syn_0218,acc_syn_training,0.6207,0.3793,60.64,0,56163.78,3120.21,44,29
cust_syn_0219,acc_syn_training,0.5000,0.5000,7.89,0,5772.83,824.69,4,14
cust_syn_0220,acc_syn_training,0.7407,0.2593,71.17,1,67885.60,3394.28,38,27
cust_syn_0221,acc_syn_training,0.7143,0.2857,24.01,0,3779.25,755.85,25,7
cust_syn_0222,acc_syn_training,0.7667,0.2333,31.57,0,64080.07,2786.09,41,30
cust_syn_0223,acc_syn_training,0.8065,0.1935,32.76,0,84487.50,3379.50,24,31
cust_syn_0224,acc_syn_training,0.7619,0.2381,18.04,0,33800.16,2112.51,9,21
cust_syn_0225,acc_syn_training,0.7059,0.2941,47.75,0,41659.80,3471.65,43,17
cust_syn_0226,acc_syn_training,0.7500,0.2500,3.09,0,63082.80,4205.52,27,20
cust_syn_0227,acc_syn_training,0.7500,0.2500,39.80,0,25324.38,937.94,13,36
cust_syn_0228,acc_syn_training,0.6875,0.3125,71.05,0,31281.03,2843.73,3,16
cust_syn_0229,acc_syn_training,0.6667,0.3333,4.62,0,36087.48,3007.29,18,18
cust_syn_0230,acc_syn_training,0.6486,0.3514,51.18,0,9516.00,396.50,44,37
cust_syn_0231,acc_syn_training,0.7917,0.2083,40.76,0,52739.25,2775.75,32,24
cust_syn_0232,acc_syn_training,0.7714,0.2286,20.78,0,26101.98,966.74,18,35
cust_syn_0233,acc_syn_training,0.6667,0.3333,1.34,0,10077.72,1679.62,14,9
cust_syn_0234,acc_syn_training,0.6923,0.3077,13.61,0,24199.56,2688.84,21,13
cust_syn_0235,acc_syn_training,0.6364,0.3636,7.61,1,20004.74,2857.82,32,11
cust_syn_0236,acc_syn_training,0.6923,0.3077,40.76,0,46495.08,2583.06,21,26
cust_syn_0237,acc_syn_training,0.3939,0.6061,8.42,1,46036.64,3541.28,14,33
cust_syn_0238,acc_syn_training,0.7143,0.2857,17.28,0,8180.95,1636.19,17,7
cust_syn_0239,acc_syn_training,0.2941,0.7059,18.65,0,18035.50,3607.10,17,17
cust_syn_0240,acc_syn_training,0.5385,0.4615,54.09,0,15059.66,2151.38,43,13
cust_syn_0241,acc_syn_training,0.3636,0.6364,11.34,0,9424.08,2356.02,37,11
cust_syn_0242,acc_syn_training,0.5833,0.4167,32.56,0,23515.87,3359.41,0,12
cust_syn_0243,acc_syn_training,0.8696,0.1304,47.64,0,23866.00,1193.30,13,23
cust_syn_0244,acc_syn_training,0.7188,0.2813,33.78,0,100037.81,4349.47,2,32
cust_syn_0245,acc_syn_training,0.7143,0.2857,46.72,1,31230.80,3123.08,19,14
cust_syn_0246,acc_syn_training,0.7273,0.2727,20.01,0,11200.80,1400.10,7,11
cust_syn_0247,acc_syn_training,0.5946,0.4054,7.53,0,45405.36,2063.88,31,37
cust_syn_0248,acc_syn_training,0.5000,0.5000,59.63,0,1561.71,520.57,28,6
cust_syn_0249,acc_syn_training,0.8333,0.1667,4.57,0,8299.65,1659.93,35,6
cust_syn_0250,acc_syn_training,0.8108,0.1892,43.70,0,17271.30,575.71,44,37
cust_syn_0251,acc_syn_training,0.3929,0.6071,4.63,0,25728.23,2338.93,44,28
cust_syn_0252,acc_syn_training,0.7143,0.2857,40.18,0,9496.15,1899.23,4,7
cust_syn_0253,acc_syn_training,0.6250,0.3750,7.32,0,7738.95,515.93,28,24
cust_syn_0254,acc_syn_training,0.5294,0.4706,58.55,0,12739.86,1415.54,34,17
cust_syn_0255,acc_syn_training,0.8000,0.2000,12.24,0,29433.48,2452.79,0,15
cust_syn_0256,acc_syn_training,0.5556,0.4444,25.21,1,13069.65,2613.93,36,9
cust_syn_0257,acc_syn_training,0.6154,0.3846,3.57,0,24994.88,1562.18,0,26
cust_syn_0258,acc_syn_training,0.5714,0.4286,43.03,0,17314.60,4328.65,28,7
cust_syn_0259,acc_syn_training,0.4138,0.5862,14.14,0,17057.40,1421.45,37,29
cust_syn_0260,acc_syn_training,0.7778,0.2222,54.58,0,91491.96,4356.76,22,27
cust_syn_0261,acc_syn_training,0.7714,0.2286,67.49,0,14962.05,554.15,23,35
cust_syn_0262,acc_syn_training,0.6250,0.3750,57.80,0,48864.60,3257.64,27,24
cust_syn_0263,acc_syn_training,0.6667,0.3333,38.01,0,14467.36,1808.42,25,12
cust_syn_0264,acc_syn_training,0.2857,0.7143,55.83,0,27559.10,2755.91,17,35
cust_syn_0265,acc_syn_training,0.2500,0.7500,25.25,0,27761.31,3084.59,12,36
cust_syn_0266,acc_syn_training,0.5200,0.4800,12.17,0,50497.85,3884.45,22,25
cust_syn_0267,acc_syn_training,0.5333,0.4667,31.91,0,41330.56,2583.16,6,30
cust_syn_0268,acc_syn_training,0.5000,0.5000,5.42,0,21026.88,3003.84,37,14
cust_syn_0269,acc_syn_training,0.8000,0.2000,4.39,0,13110.40,819.40,21,20
cust_syn_0270,acc_syn_training,0.5333,0.4667,38.30,0,7242.48,905.31,3,15
cust_syn_0271,acc_syn_training,0.7714,0.2286,1.01,0,44478.18,1647.34,26,35
cust_syn_0272,acc_syn_training,0.6000,0.4000,49.97,0,56129.55,3741.97,25,25
cust_syn_0273,acc_syn_training,0.5926,0.4074,21.11,0,57689.92,3605.62,32,27
cust_syn_0274,acc_syn_training,0.6452,0.3548,31.41,1,51977.00,2598.85,37,31
cust_syn_0275,acc_syn_training,0.7500,0.2500,15.42,1,46870.05,3124.67,27,20
cust_syn_0276,acc_syn_training,0.8182,0.1818,30.10,0,69846.48,3880.36,25,22
cust_syn_0277,acc_syn_training,0.7778,0.2222,69.95,0,45582.46,3255.89,20,18
cust_syn_0278,acc_syn_training,0.5676,0.4324,31.41,0,50407.35,2400.35,4,37
cust_syn_0279,acc_syn_training,0.6757,0.3243,11.54,1,30506.50,1220.26,10,37
cust_syn_0280,acc_syn_training,0.6000,0.4000,62.25,0,34837.65,3870.85,24,15
cust_syn_0281,acc_syn_training,0.5000,0.5000,13.69,0,16742.04,2391.72,13,14
cust_syn_0282,acc_syn_training,0.6154,0.3846,28.17,0,38876.64,1619.86,36,39
cust_syn_0283,acc_syn_training,0.7368,0.2632,56.22,0,26731.60,1909.40,17,19
cust_syn_0284,acc_syn_training,0.6000,0.4000,21.01,0,19015.56,2112.84,5,15
cust_syn_0285,acc_syn_training,0.6000,0.4000,64.15,1,4925.79,1641.93,41,5
cust_syn_0286,acc_syn_training,0.5769,0.4231,40.59,0,46363.35,3090.89,39,26
cust_syn_0287,acc_syn_training,0.4167,0.5833,58.03,0,18720.20,3744.04,22,12
cust_syn_0288,acc_syn_training,0.5217,0.4783,21.76,0,46818.12,3901.51,9,23
cust_syn_0289,acc_syn_training,0.6111,0.3889,17.69,0,88716.32,4032.56,11,36
cust_syn_0290,acc_syn_training,0.7895,0.2105,23.53,0,59742.60,3982.84,25,19
cust_syn_0291,acc_syn_training,0.6667,0.3333,27.77,0,42972.20,4297.22,30,15
cust_syn_0292,acc_syn_training,0.3333,0.6667,17.95,0,8008.44,4004.22,25,6
cust_syn_0293,acc_syn_training,0.5897,0.4103,61.43,1,102742.15,4467.05,40,39
cust_syn_0294,acc_syn_training,0.5588,0.4412,69.27,0,69297.94,3647.26,11,34
cust_syn_0295,acc_syn_training,0.6667,0.3333,32.05,0,53282.08,3330.13,29,24
